flow_uuid,flowable,context,unit,compartment,flow_class,preferred,external_reference,cas_number,formula,synonyms,trade_relevance
4128462c-b3fe-548b-bc3c-e98b00eeda2e,Water Consumption Blue - Electricity - once-through - Electricity by solar thermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:639; extension:water,14
bb95bc82-e5ba-5ccb-8200-c94ccd6a3073,"Water Consumption Blue - Electricity - once-through - Electricity by tide, wave, ocean",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:640; extension:water,14
1f1a4903-ac0a-50b5-b703-dd6665552c1c,Water Consumption Blue - Electricity - once-through - Electricity by wind,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:635; extension:water,14
030378ad-64f8-5ead-b785-d16a0a90ca6c,Water Consumption Blue - Electricity - once-through - Electricity nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:642; extension:water,14
694e48fb-3620-51d0-b367-2e041f1c1f5a,Water Consumption Blue - Electricity - tower - Electricity by Geothermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:629; extension:water,14
bd069f10-6665-5901-80e0-a45dc13e67d0,Water Consumption Blue - Electricity - tower - Electricity by biomass and waste,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:625; extension:water,14
85aad956-06d8-50f6-ab01-bc40aa1a35b8,Water Consumption Blue - Electricity - tower - Electricity by coal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:619; extension:water,14
8b32194b-c51f-57a3-9483-0cdf8cd778d0,Water Consumption Blue - Electricity - tower - Electricity by gas,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:620; extension:water,14
b68c6cbd-e75d-5e3b-b9fa-8c402d0817ff,Water Consumption Blue - Electricity - tower - Electricity by hydro,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:622; extension:water,14
35838d2b-b33c-5184-a2bb-110a06187131,Water Consumption Blue - Electricity - tower - Electricity by nuclear,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:621; extension:water,14
79e986cc-43d0-5f07-8982-22b1457a875b,Water Consumption Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:624; extension:water,14
b3826e74-d106-5e5b-af08-b8b17967dec3,Water Consumption Blue - Electricity - tower - Electricity by solar photovoltaic,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:626; extension:water,14
1063776e-ba6c-555e-a442-22d24a3f8d2d,Water Consumption Blue - Electricity - tower - Electricity by solar thermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:627; extension:water,14
9e0d4d04-a6a3-5518-aebf-0570c720bb82,"Water Consumption Blue - Electricity - tower - Electricity by tide, wave, ocean",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:628; extension:water,14
8e4dc3fe-3818-584b-a189-cd0c5829861d,Water Consumption Blue - Electricity - tower - Electricity by wind,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:623; extension:water,14
0240e49b-dfb4-5d8b-8e66-25ce32d0f568,Water Consumption Blue - Electricity - tower - Electricity nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:630; extension:water,14
be8e4685-b227-588b-81b6-088e61494c54,Water Consumption Blue - Livestock - buffaloes,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:559; extension:water,14
37db3436-8601-5006-a9ed-7d596bbebe32,Water Consumption Blue - Livestock - camels,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:560; extension:water,14
6107f70a-0634-59ae-babb-bac9311b8384,Water Consumption Blue - Livestock - chicken,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:562; extension:water,14
facd3434-2829-54ff-9a35-e38252f24b47,Water Consumption Blue - Livestock - dairy cattle,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:554; extension:water,14
8e0723d9-ba4b-50f2-92af-bc5376e2c0e1,Water Consumption Blue - Livestock - ducks,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:564; extension:water,14
7af5a3e0-b1ea-5720-b5f5-9a03d6ee0229,Water Consumption Blue - Livestock - geese,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:565; extension:water,14
6f10468d-b187-504a-aa15-65eee25df4cf,Water Consumption Blue - Livestock - goats,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:558; extension:water,14
5735dab5-efbe-5885-a3e9-49e3c43855bb,Water Consumption Blue - Livestock - horses,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:561; extension:water,14
da4474dc-3568-5287-a357-2abf04d679db,Water Consumption Blue - Livestock - nondairy cattle,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:555; extension:water,14
216b0860-cc67-53a6-b3a8-c4463e52c714,Water Consumption Blue - Livestock - pigs,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:556; extension:water,14
64136888-fe78-5279-ba98-7feafbf98a6f,Water Consumption Blue - Livestock - sheep,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:557; extension:water,14
f9f6894e-dffb-5699-8217-8fe435306564,Water Consumption Blue - Livestock - turkeys,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:563; extension:water,14
20717907-aa26-57c7-88df-0538073b19ee,Water Consumption Blue - Manufacturing - Aluminium and aluminium products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:602; extension:water,14
cffa7141-5495-55f4-bd9a-c8fc6dff8bac,"Water Consumption Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:596; extension:water,14
41cedb5c-6d74-56f8-8d61-364a36a1ced5,Water Consumption Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:598; extension:water,14
b57ae031-7e12-5939-8f33-9af967b8b9c2,Water Consumption Blue - Manufacturing - Beverages,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:575; extension:water,14
f7ba15f2-7c1c-5b9a-a56d-58cce2054341,"Water Consumption Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:594; extension:water,14
4c649ad3-152a-5b14-a344-1b381a421c33,"Water Consumption Blue - Manufacturing - Cement, lime and plaster",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:595; extension:water,14
523ac886-4cbe-5467-8bdc-8a335a73029a,Water Consumption Blue - Manufacturing - Ceramic goods,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:593; extension:water,14
95156ea8-cc58-517f-a7db-8e34369c221a,Water Consumption Blue - Manufacturing - Chemicals nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:589; extension:water,14
3c55aeaa-311f-5740-a276-a0fe1a1d0f81,Water Consumption Blue - Manufacturing - Copper products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:606; extension:water,14
cfc0d3b2-761f-5c2b-8afe-b8318058ebf3,Water Consumption Blue - Manufacturing - Dairy products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:571; extension:water,14
05beb6cb-b0d0-5e76-972b-b62a87ed3aa6,Water Consumption Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:613; extension:water,14
cd3ef73c-9680-591d-b041-cb11b38da733,"Water Consumption Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:610; extension:water,14
354ee6f5-4670-5d02-a3df-9a7a1e96af1c,Water Consumption Blue - Manufacturing - Fish products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:576; extension:water,14
f79dfd07-403b-5094-a39a-98cc3df180d5,Water Consumption Blue - Manufacturing - Food products nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:574; extension:water,14
67c38dc1-97ca-5964-8373-f2f15f50c83d,Water Consumption Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:618; extension:water,14
24e36002-99b1-562c-977a-8e0cc5fa44ac,Water Consumption Blue - Manufacturing - Glass and glass products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:591; extension:water,14
2987bf87-7e84-5cb5-98e2-8b67cc94b59a,"Water Consumption Blue - Manufacturing - Lead, zinc and tin and products thereof",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:604; extension:water,14
6888ce2c-619a-56dc-8c43-b48bc93d76b0,Water Consumption Blue - Manufacturing - Leather and leather products (19),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:580; extension:water,14
b8d18b6d-9079-542b-828f-0070189d2035,Water Consumption Blue - Manufacturing - Machinery and equipment n.e.c. (29),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:611; extension:water,14
fe8cd216-dce0-5ccc-95be-24720aad3adc,Water Consumption Blue - Manufacturing - Meat products nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:569; extension:water,14
f491b53a-5cf5-5817-8f73-96f48d71c1f0,"Water Consumption Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:615; extension:water,14
782f8248-4032-55d7-b8a5-80797f3d653d,"Water Consumption Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:616; extension:water,14
49c66ddd-94ad-5b51-bbef-bcb85c2d8703,Water Consumption Blue - Manufacturing - N-fertiliser,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:587; extension:water,14
f156c616-632f-5c47-bc8c-79712e241ffe,Water Consumption Blue - Manufacturing - Office machinery and computers (30),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:612; extension:water,14
95273167-b7aa-5962-b82c-bd43d1e0797a,Water Consumption Blue - Manufacturing - Other non-ferrous metal products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:608; extension:water,14
e0ac54b5-28a6-5cef-af4e-348aca2d36ad,Water Consumption Blue - Manufacturing - Other non-metallic mineral products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:597; extension:water,14
d684c9d6-5fc1-53e5-9c38-92280f82e530,Water Consumption Blue - Manufacturing - Other transport equipment (35),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:617; extension:water,14
815e6ac1-d067-530c-acd2-106dc3f158aa,Water Consumption Blue - Manufacturing - P- and other fertiliser,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:588; extension:water,14
a5ec11da-6fdd-578e-b45e-57eaadc75034,Water Consumption Blue - Manufacturing - Paper and paper products,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:583; extension:water,14
93696b83-91a8-5c9c-911c-eac2f673320c,"Water Consumption Blue - Manufacturing - Plastics, basic",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:585; extension:water,14
8b080fc2-a28e-5ffe-a74c-e094cdf302e8,Water Consumption Blue - Manufacturing - Precious metals,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:600; extension:water,14
ac7e1f4a-97f5-59a7-b571-7958ab3346ed,Water Consumption Blue - Manufacturing - Printed matter and recorded media (22),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:584; extension:water,14
c78480f4-5141-59cd-ba83-049c1e1cea54,Water Consumption Blue - Manufacturing - Processed rice,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:572; extension:water,14
b8a69901-1df2-5b92-9e74-54f9e40dbed0,Water Consumption Blue - Manufacturing - Products of meat cattle,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:566; extension:water,14
67b16b7f-75c6-54b7-9ecf-393b6db4a1f6,Water Consumption Blue - Manufacturing - Products of meat pigs,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:567; extension:water,14
045a58d4-c3a2-5881-968f-60bc64a1ce2a,Water Consumption Blue - Manufacturing - Products of meat poultry,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:568; extension:water,14
e5adae45-2171-555f-a6c3-67b53a018368,Water Consumption Blue - Manufacturing - Pulp,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:581; extension:water,14
fc494b82-2032-5c3b-80ef-eb9f1ae95105,"Water Consumption Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:614; extension:water,14
0f805c11-a088-5699-ab24-cc0ac341ee9f,Water Consumption Blue - Manufacturing - Rubber and plastic products (25),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:590; extension:water,14
411ef47e-d5cd-5bde-a5ec-bbda31dab04e,"Water Consumption Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:603; extension:water,14
4863e314-085a-5419-be61-36c4775726de,"Water Consumption Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:607; extension:water,14
9a0f3f1f-af24-5226-ad5f-1c5eebcb37d9,"Water Consumption Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:592; extension:water,14
6d8ab83e-c812-551a-8ec7-0deffb0431d5,"Water Consumption Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:605; extension:water,14
c5f12d2e-d953-5e29-afd3-38a43e9c0f66,"Water Consumption Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:609; extension:water,14
39a2e34a-a014-572b-a9b2-064dea50e8e1,"Water Consumption Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:582; extension:water,14
0118c97d-bd38-5838-b12d-9ad2beb77030,"Water Consumption Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:586; extension:water,14
b394da03-8d73-5994-96d0-045e536829ac,"Water Consumption Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:601; extension:water,14
d06f2291-9b1f-5f98-a05d-432800d18d79,"Water Consumption Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:599; extension:water,14
2857d9f5-c5d2-554b-a206-42e0ec31d70c,Water Consumption Blue - Manufacturing - Sugar,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:573; extension:water,14
3e90a95a-44da-5ec8-81a5-27949ead4bf2,Water Consumption Blue - Manufacturing - Textiles (17),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:578; extension:water,14
1b33ffe0-72fd-53d0-ba5d-81dae06fb29f,Water Consumption Blue - Manufacturing - Tobacco products (16),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:577; extension:water,14
68b311e4-fb9c-5006-a9d3-69fef790bcc5,Water Consumption Blue - Manufacturing - Wearing apparel; furs (18),resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:579; extension:water,14
19b8555d-0c05-5fe1-b76a-2a156a065169,Water Consumption Blue - Manufacturing - products of Vegetable oils and fats,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:570; extension:water,14
a50e9709-ad3f-56ab-9578-637d7651d073,Water Consumption Green - Agriculture - fibres,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:538; extension:water,14
e1596ff1-218e-5d3f-a87a-7354c916e7fb,Water Consumption Green - Agriculture - fodder crops,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:540; extension:water,14
26c51f9f-9b11-523a-8a0c-b4a6b4a8a526,Water Consumption Green - Agriculture - fruits,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:537; extension:water,14
82b791dc-2437-5ec1-a0b2-32948bfbb081,Water Consumption Green - Agriculture - nuts,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:534; extension:water,14
2d21d4f6-865c-56a5-b33a-36b7c51f50a7,Water Consumption Green - Agriculture - oil crops,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:535; extension:water,14
0e9af22a-bb95-5974-8301-f127ba3bbd25,Water Consumption Green - Agriculture - other cereals,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:530; extension:water,14
39110625-c574-59fa-abcf-d0149f77fe21,Water Consumption Green - Agriculture - other crops,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:539; extension:water,14
6234b86a-195c-5622-b88c-6c265e1cb259,Water Consumption Green - Agriculture - pulses,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:533; extension:water,14
e0b711ab-e04a-5cf7-93ea-f0409eef04ba,Water Consumption Green - Agriculture - rice,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:528; extension:water,14
2f42c970-1017-5a6c-8f9f-631daec9d9ab,Water Consumption Green - Agriculture - roots and tubers,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:531; extension:water,14
669838fd-7292-5c08-b8c1-517b9c2361a8,Water Consumption Green - Agriculture - sugar crops,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:532; extension:water,14
413ce284-0e3c-5fab-b71e-06d7800e8342,Water Consumption Green - Agriculture - vegetables,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:536; extension:water,14
8ee78135-a57d-536e-9a2e-12d763a2e4f5,Water Consumption Green - Agriculture - wheat,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:529; extension:water,14
5f9971ad-56d7-5feb-bce0-f682cce31a45,Water Withdrawal Blue - Domestic - domestic Water Withdrawal Blue,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:721; extension:water,14
e0c372da-8b73-53ba-afff-8edb5a2cb34c,Water Withdrawal Blue - Electricity - once-through - Electricity by Geothermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:719; extension:water,14
c95f5a50-194e-5ac6-8ebd-d2aa90c42dc0,Water Withdrawal Blue - Electricity - once-through - Electricity by biomass and waste,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:715; extension:water,14
5dce310b-4c1c-5cbf-9bab-16762bb1320b,Water Withdrawal Blue - Electricity - once-through - Electricity by coal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:709; extension:water,14
fb597481-9f96-5b4a-a3c5-dc16948c6497,Water Withdrawal Blue - Electricity - once-through - Electricity by gas,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:710; extension:water,14
1d3cf9e6-280b-5703-b6bc-7a2527e44518,Water Withdrawal Blue - Electricity - once-through - Electricity by hydro,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:712; extension:water,14
ae78ac1a-5368-5565-a787-615e1f84c5f0,Water Withdrawal Blue - Electricity - once-through - Electricity by nuclear,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:711; extension:water,14
54d5c450-607b-5dd1-8b4e-49944d377d32,Water Withdrawal Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:714; extension:water,14
b42a2d79-c3fa-5f52-a12d-367540666e34,Water Withdrawal Blue - Electricity - once-through - Electricity by solar photovoltaic,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:716; extension:water,14
52e0db02-4b8e-5a65-9ec9-f67b040dc32e,Water Withdrawal Blue - Electricity - once-through - Electricity by solar thermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:717; extension:water,14
72904911-c3a9-50b7-ab5e-0ef5bbe710cb,"Water Withdrawal Blue - Electricity - once-through - Electricity by tide, wave, ocean",resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:718; extension:water,14
3d7ccf03-a2c3-5b6e-9dd7-7f230a7efb6f,Water Withdrawal Blue - Electricity - once-through - Electricity by wind,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:713; extension:water,14
5980b7c9-ce60-55c0-8570-c8c31f152221,Water Withdrawal Blue - Electricity - once-through - Electricity nec,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:720; extension:water,14
adf4332e-db6d-5610-b931-b5d70237ac66,Water Withdrawal Blue - Electricity - tower - Electricity by Geothermal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:707; extension:water,14
65207569-2ca6-59ef-ada7-920413101918,Water Withdrawal Blue - Electricity - tower - Electricity by biomass and waste,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:703; extension:water,14
859fd565-a8ff-507b-935d-84b2523d7951,Water Withdrawal Blue - Electricity - tower - Electricity by coal,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:697; extension:water,14
fce162f9-fbcc-5c41-8470-14e963f03694,Water Withdrawal Blue - Electricity - tower - Electricity by gas,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:698; extension:water,14
86c41388-40a9-5e9e-9590-2ab076854f4f,Water Withdrawal Blue - Electricity - tower - Electricity by hydro,resource/water,Mm3,water,resource,True,Exiobase,,,factor_id:700; extension:water,14
