bea_detail,country,region,import_value_usd,cntry_cntrb_to_national_detail,cntry_cntrb_to_region_detail
114000,AU,APAC,62862920.0,0.007554639653687676,0.021690140863537283
114000,GB,EU,20594683.0,0.0024749949389390037,0.028460530549822685
114000,DE,EU,11700641.0,0.0014061409567383098,0.01616953514812575
114000,FR,EU,11242626.0,0.0013510983611830323,0.015536587804397418
114000,IT,EU,1065619.0,0.00012806225916840974,0.0014726170878168652
211000,CA,CA,74761257446.0,0.8944689702081062,1.0
211000,BR,ROW,3698810496.0,0.04425381980421826,1.0
211000,RU,EU,3552562650.0,0.042504061110000727,0.6961090674730408
211000,GB,EU,1550046316.0,0.018545278388994915,0.3037247761333026
211000,KR,APAC,17297281.0,0.0002069505202563717,0.9996119971139612
211000,CN,CN,881542.0,1.0547066647517746e-05,1.0
211000,FR,EU,643247.0,7.696024670198185e-06,0.0001260414279604136
211000,DE,EU,193438.0,2.3143576575620198e-06,3.790332755816426e-05
211000,JP,JP,12299.0,1.4714939582892338e-07,1.0
211000,IT,EU,11287.0,1.350414855452523e-07,2.2116381380545707e-06
211000,IN,APAC,6714.0,8.032856684245805e-08,0.00038800288603874425
212100,CA,CA,153744813.0,0.8855971742604372,1.0
212100,RU,EU,13564629.0,0.07813464973476003,0.9704643110126637
212100,CN,CN,5804900.0,0.033437245371422133,1.0
212100,DE,EU,370829.0,0.002136040287315733,0.02653049412472063
212100,BR,ROW,78632.0,0.00045293415529047275,1.0
212100,GB,EU,42005.0,0.0002419561907744469,0.003005194862615626
212230,CA,CA,4871481.0,0.9831185088749419,1.0
212230,CN,CN,59492.0,0.012006140705462682,1.0
212230,GB,EU,13000.0,0.002623543151533229,0.5381240168888153
212230,DE,EU,11158.0,0.002251807268062136,0.4618759831111847
2122A0,BR,ROW,473769673.0,0.45841135376205655,1.0
2122A0,CA,CA,282992919.0,0.2738190612379404,1.0
2122A0,AU,APAC,195800765.0,0.18945343880484367,0.9979071908962189
2122A0,RU,EU,60539420.0,0.05857689729787689,0.9242416840351673
2122A0,CN,CN,15006212.0,0.014519751579287806,1.0
2122A0,GB,EU,4408969.0,0.0042660422630828474,0.06731073626768885
2122A0,IN,APAC,317511.0,0.00030721816029863173,0.001618208744427783
2122A0,IT,EU,305275.0,0.00029537881800997383,0.004660564638607963
2122A0,DE,EU,248056.0,0.00024001470176163154,0.0037870150585358675
2122A0,KR,APAC,93122.0,9.010323901637797e-05,0.00047460035935323184
2122A0,JP,JP,21435.0,2.0740135825219193e-05,1.0
212310,CA,CA,123757555.0,0.6037633150894435,1.0
212310,IN,APAC,20494268.0,0.09998328738808308,0.6782521814802245
212310,CN,CN,20321424.0,0.09914005105852469,1.0
212310,BR,ROW,12448748.0,0.0607324325467894,1.0
212310,IT,EU,11965455.0,0.058374640460160644,0.670633050163014
212310,KR,APAC,8343839.0,0.0407062332090561,0.2761370644547917
212310,DE,EU,3890419.0,0.0189797889310835,0.2180480023853788
212310,AU,APAC,1378188.0,0.006723624716862659,0.04561075406498381
212310,GB,EU,1041203.0,0.005079610492959996,0.05835675649015275
212310,FR,EU,934504.0,0.0045590690039436,0.05237655132291561
212310,JP,JP,390885.0,0.0019069706364087196,1.0
212310,RU,EU,10449.0,5.097646668415189e-05,0.0005856396385388882
2123A0,CA,CA,889110640.0,0.6755866645058689,1.0
2123A0,CN,CN,168290817.0,0.12787500971082472,1.0
2123A0,IN,APAC,89743070.0,0.06819086241484716,0.7242173424397172
2123A0,BR,ROW,59798085.0,0.045437302143846156,1.0
2123A0,AU,APAC,29290214.0,0.022256035513109035,0.2363690137029032
2123A0,DE,EU,19188383.0,0.014580205302943083,0.3179731251787714
2123A0,IT,EU,17555369.0,0.013339367063338405,0.2909122433399689
2123A0,JP,JP,14594334.0,0.011089438124083854,1.0
2123A0,GB,EU,12641016.0,0.009605218351008958,0.20947587730320225
2123A0,FR,EU,10631055.0,0.008077958652736897,0.17616855898161943
2123A0,KR,APAC,4884033.0,0.003711110198621166,0.03941364385737951
2123A0,RU,EU,330104.0,0.000250828018771708,0.00547019519643803
311111,CA,CA,246907686.0,0.5081737616715251,1.0
311111,CN,CN,165970283.0,0.3415922136899277,1.0
311111,BR,ROW,21500175.0,0.044250646803866936,1.0
311111,IT,EU,18500968.0,0.03807782031995761,0.45868566606921646
311111,FR,EU,8139793.0,0.01675293829466916,0.20180600138709204
311111,AU,APAC,7860061.0,0.01617720707705166,0.7324435300671327
311111,DE,EU,7673909.0,0.01579407780466976,0.19025556181814673
311111,GB,EU,6020072.0,0.01239022844259867,0.14925277072554474
311111,IN,APAC,2056603.0,0.004232803359450477,0.19164553064749182
311111,KR,APAC,814622.0,0.0016766166043141366,0.07591093928537548
311111,JP,JP,428387.0,0.0008816859319688396,1.0
311119,CA,CA,215998103.0,0.45240771184393413,1.0
311119,FR,EU,81156532.0,0.16998223796117792,0.4772849049040644
311119,DE,EU,55135972.0,0.11548221297485756,0.3242569205989871
311119,CN,CN,48459517.0,0.10149838771052645,1.0
311119,IN,APAC,28498394.0,0.05968984468704756,0.939960483153722
311119,GB,EU,23109492.0,0.04840279730417679,0.1359078735843621
311119,IT,EU,10579773.0,0.02215931912493803,0.06222008045158445
311119,BR,ROW,6486161.0,0.013585254758748338,1.0
311119,JP,JP,6140834.0,0.01286196786067808,1.0
311119,AU,APAC,992917.0,0.0020796632089909767,0.03274931012082801
311119,KR,APAC,827404.0,0.0017329964717815993,0.02729020672544994
311119,RU,EU,56150.0,0.00011760609314257219,0.0003302204610019957
311210,CA,CA,712522679.0,0.4418367020885374,1.0
311210,IN,APAC,303244604.0,0.18804257002113542,0.6133060061291646
311210,AU,APAC,183420388.0,0.11373934011961455,0.37096398129788904
311210,DE,EU,139445789.0,0.086470605564955,0.4750905597820245
311210,CN,CN,65704910.0,0.04074374276222043,1.0
311210,IT,EU,61066569.0,0.03786749846712193,0.20805325609493755
311210,GB,EU,42615534.0,0.026425975699086397,0.14519074436496537
311210,BR,ROW,37102612.0,0.02300740202116513,1.0
311210,FR,EU,28682567.0,0.01778611570441467,0.09772125002652768
311210,RU,EU,21703664.0,0.01345848435092087,0.07394418973154487
311210,JP,JP,9351149.0,0.005798665722047178,1.0
311210,KR,APAC,7777588.0,0.004822897478781,0.015730012572946286
311221,CA,CA,173409176.0,0.4394357356823835,1.0
311221,DE,EU,92235470.0,0.2337336613343945,0.5770260111440181
311221,FR,EU,48779305.0,0.12361150818657005,0.30516381377497676
311221,CN,CN,33250825.0,0.08426082796172901,1.0
311221,BR,ROW,11909059.0,0.030178715011885588,1.0
311221,GB,EU,9959870.0,0.025239280306313783,0.06230904507358147
311221,IT,EU,8679922.0,0.021995767454288034,0.05430167774611229
311221,IN,APAC,6974162.0,0.017673205535779276,0.5505752920274618
311221,AU,APAC,4812398.0,0.012195085083193238,0.3799148104392145
311221,JP,JP,3535429.0,0.008959121307212908,1.0
311221,KR,APAC,880485.0,0.0022312347169696684,0.06950989753332368
311221,RU,EU,191728.0,0.0004858574192804654,0.0011994522613114054
311224,CA,CA,2662320429.0,0.6889884660988655,1.0
311224,IT,EU,519536137.0,0.13445203748408754,0.8220878722547786
311224,IN,APAC,341592031.0,0.0884014436829783,0.9129457313635888
311224,CN,CN,131573538.0,0.03405024021089416,1.0
311224,FR,EU,94667547.0,0.024499247831475907,0.14979716855539782
311224,JP,JP,47354924.0,0.01225509750576622,1.0
311224,AU,APAC,29708210.0,0.007688260892822446,0.07939875946916655
311224,BR,ROW,16715050.0,0.004325728989951661,1.0
311224,DE,EU,9132257.0,0.0023633592988707174,0.014450424506301105
311224,GB,EU,8389406.0,0.0021711150575484013,0.01327497441823084
311224,KR,APAC,2864421.0,0.0007412905710199088,0.007655509167244661
311224,RU,EU,246191.0,6.371237571919853e-05,0.00038956026529156763
311225,CA,CA,211324883.0,0.8056406496688271,1.0
311225,IN,APAC,16594266.0,0.06326285410042001,0.9920289236897839
311225,CN,CN,12785259.0,0.04874165418061165,1.0
311225,DE,EU,11487184.0,0.04379296109973645,0.599429030425115
311225,FR,EU,4298554.0,0.016387515696372278,0.22430893911423372
311225,IT,EU,2558474.0,0.00975375273493374,0.13350735821658866
311225,JP,JP,2056370.0,0.007839565503317875,1.0
311225,GB,EU,762330.0,0.002906255182746449,0.03978022226891969
311225,BR,ROW,248971.0,0.0009491601525632812,1.0
311225,AU,APAC,86489.0,0.00032972479700465367,0.005170435955468336
311225,RU,EU,57001.0,0.00021730674599153955,0.0029744499751429053
311225,KR,APAC,46848.0,0.00017860013747498542,0.002800640354747778
311230,CA,CA,312222609.0,0.7784202920163152,1.0
311230,KR,APAC,25592339.0,0.0638057444384514,0.6353876384281087
311230,DE,EU,14515198.0,0.0361886818575481,0.37433016703072775
311230,IN,APAC,12370194.0,0.03084084799822575,0.3071180149871241
311230,FR,EU,11525882.0,0.028735844790104843,0.29723916506247167
311230,GB,EU,6700044.0,0.016704268226142974,0.1727863849761626
311230,CN,CN,6656778.0,0.01659639925258514,1.0
311230,IT,EU,5946900.0,0.014826561245575349,0.15336367236017276
311230,JP,JP,3051380.0,0.007607572424880814,1.0
311230,AU,APAC,2315775.0,0.005773592942284594,0.05749434658476717
311230,BR,ROW,112193.0,0.00027971487427480454,1.0
311230,RU,EU,88434.0,0.00022047993361099235,0.0022806105704652035
311300,CA,CA,2019053134.0,0.613609273178016,1.0
311300,DE,EU,326737070.0,0.09929847445164587,0.5485899881849104
311300,BR,ROW,295823959.0,0.08990368872116725,1.0
311300,CN,CN,180709621.0,0.05491935666814637,1.0
311300,IT,EU,127539180.0,0.038760358617446936,0.2141376772746146
311300,FR,EU,92484812.0,0.028107005861157018,0.15528155994776982
311300,AU,APAC,88557808.0,0.02691355234097484,0.5024316711898645
311300,IN,APAC,79400844.0,0.02413066469431558,0.4504797447652016
311300,GB,EU,43303996.0,0.013160492442624202,0.07270720354442613
311300,JP,JP,23014651.0,0.006994369308438268,1.0
311300,KR,APAC,8299759.0,0.002522374969624101,0.04708858404493389
311300,RU,EU,5529242.0,0.0016803887464436383,0.009283571048279005
311410,CA,CA,1356389536.0,0.6822236019590712,1.0
311410,IT,EU,185218666.0,0.09315948119241031,0.7278927778313686
311410,BR,ROW,176356022.0,0.08870183480685094,1.0
311410,CN,CN,143785072.0,0.07231961551182624,1.0
311410,FR,EU,37771920.0,0.018998152544955845,0.14844026450781278
311410,DE,EU,31135843.0,0.015660403149477062,0.12236107591548778
311410,IN,APAC,21082611.0,0.010603926404163837,0.45672781057051387
311410,KR,APAC,16872378.0,0.008486304403910551,0.36551849593288543
311410,JP,JP,11039637.0,0.0055526091278107845,1.0
311410,AU,APAC,8205132.0,0.004126937401845039,0.17775369349660067
311410,GB,EU,177118.0,8.908508708208345e-05,0.0006960578855693538
311410,RU,EU,155175.0,7.804841059611276e-05,0.0006098238597614272
311420,CN,CN,812045957.0,0.31344725281804753,1.0
311420,CA,CA,597524384.0,0.23064258253131864,1.0
311420,IT,EU,328674040.0,0.1268671729999255,0.577368548677681
311420,BR,ROW,267085843.0,0.10309431754851081,1.0
311420,KR,APAC,145116893.0,0.056014676332340335,0.5043692915870065
311420,FR,EU,139259484.0,0.05375373439444247,0.24463156921880028
311420,IN,APAC,129721739.0,0.05007219403018317,0.450861786317769
311420,DE,EU,81058290.0,0.03128825172961069,0.14239185807188964
311420,JP,JP,57056305.0,0.022023559016621803,1.0
311420,GB,EU,18989659.0,0.007329950225343603,0.03335837493193579
311420,AU,APAC,12880893.0,0.004971985255131588,0.044768922095224505
311420,RU,EU,1280640.0,0.0004943231185238256,0.002249649099693378
311513,IT,EU,386037316.0,0.527861483479908,0.5713581933311637
311513,FR,EU,181730890.0,0.24849602153363842,0.2689725285077478
311513,GB,EU,62503254.0,0.08546598738335828,0.09250853428573425
311513,DE,EU,45172716.0,0.06176847649768805,0.0668583070389541
311513,CA,CA,39223163.0,0.05363314930920885,1.0
311513,AU,APAC,12197605.0,0.016678817314650336,0.8368139393924842
311513,IN,APAC,2346560.0,0.003208650022513919,0.1609852194443768
311513,BR,ROW,1844107.0,0.0025216035247630896,1.0
311513,RU,EU,204341.0,0.0002794127379016589,0.0003024368364002492
311513,KR,APAC,32080.0,4.3865698180420075e-05,0.0022008411631390663
311513,JP,JP,31105.0,4.253249818896404e-05,1.0
311514,CA,CA,261457861.0,0.5464618585438152,1.0
311514,FR,EU,57204793.0,0.11956128372209943,0.45404448383682305
311514,DE,EU,35684025.0,0.07458164978188958,0.28323037044020577
311514,CN,CN,33420309.0,0.06985035408535142,1.0
311514,GB,EU,20633089.0,0.04312433414438417,0.1637684493494143
311514,IN,APAC,17333965.0,0.03622897660680183,0.38375682529075494
311514,KR,APAC,15428178.0,0.032245772957749406,0.3415645877501581
311514,AU,APAC,12406995.0,0.025931327980396133,0.274678586959087
311514,IT,EU,12226354.0,0.02555377797592634,0.09704271792638558
311514,JP,JP,10641522.0,0.022241388603171118,1.0
311514,BR,ROW,1777596.0,0.0037152771394395054,1.0
311514,RU,EU,241141.0,0.00050399845897582,0.0019139784471712946
31151A,CA,CA,62976895.0,0.4423323784041,1.0
31151A,FR,EU,33767900.0,0.237176436226521,0.6323225212440904
31151A,AU,APAC,13471145.0,0.09461761504241357,0.5442230282843452
31151A,GB,EU,10306432.0,0.07238954190136121,0.19299361426889955
31151A,IN,APAC,7694810.0,0.05404622772633762,0.31086390950974563
31151A,DE,EU,7406509.0,0.052021280846592584,0.1386909592985364
31151A,KR,APAC,3587031.0,0.025194318545543368,0.14491306220590922
31151A,IT,EU,1833948.0,0.012881146025211983,0.034341686133593056
31151A,CN,CN,628174.0,0.0044121212941923725,1.0
31151A,BR,ROW,325430.0,0.0022857307573523,1.0
31151A,JP,JP,288145.0,0.002023851178678298,1.0
31151A,RU,EU,88180.0,0.000619352051695682,0.0016512190548806378
311520,KR,APAC,10728142.0,0.19964360143655144,0.5635433760077315
311520,CA,CA,10204481.0,0.18989861782504946,1.0
311520,IT,EU,8947578.0,0.1665084873088421,0.41882404221428693
311520,DE,EU,8496460.0,0.1581134807743598,0.39770781788233645
311520,AU,APAC,5577876.0,0.10380056984764983,0.2930027466072411
311520,IN,APAC,2730923.0,0.05082066428333176,0.14345387738502735
311520,JP,JP,2718604.0,0.050591415870503434,1.0
311520,FR,EU,2143492.0,0.0398889633014213,0.10033396567137903
311520,RU,EU,1766587.0,0.032875011435437106,0.08269155164260211
311520,BR,ROW,379007.0,0.007053068690707398,1.0
311520,CN,CN,33862.0,0.0006301493429006164,1.0
311520,GB,EU,9456.0,0.00017596988324576897,0.0004426225893955098
311615,CA,CA,328843603.0,0.9745219879626517,1.0
311615,KR,APAC,4664468.0,0.013823065392420522,1.0
311615,CN,CN,2599054.0,0.0077022488739191975,1.0
311615,FR,EU,1333802.0,0.003952697771008672,1.0
31161A,CA,CA,3018985488.0,0.4571054519155581,1.0
31161A,AU,APAC,2590988314.0,0.39230227799587886,0.9935393876211647
31161A,BR,ROW,455225565.0,0.06892583234995672,1.0
31161A,CN,CN,159110715.0,0.024090998639700177,1.0
31161A,IT,EU,150522021.0,0.022790582036891237,0.4910534216995786
31161A,DE,EU,63661564.0,0.00963901552277724,0.207685417889431
31161A,JP,JP,56884054.0,0.008612830804855797,1.0
31161A,GB,EU,56324900.0,0.008528169138585345,0.1837507541297668
31161A,FR,EU,34287897.0,0.005191540242812558,0.111858643890602
31161A,IN,APAC,16144609.0,0.002444459843307795,0.006190805590504544
31161A,RU,EU,1732428.0,0.00026230741651420836,0.005651762390621619
31161A,KR,APAC,703612.0,0.00010653409316196411,0.00026980678833077244
311700,CN,CN,376841329.0,0.475020096106573,1.0
311700,CA,CA,111939107.0,0.1411026903719044,1.0
311700,JP,JP,79641962.0,0.10039114484535754,1.0
311700,IN,APAC,74387061.0,0.09376718036493685,0.5429429081406123
311700,KR,APAC,59377336.0,0.07484695993435549,0.43338859005979913
311700,RU,EU,25864933.0,0.032603544287601406,0.2943592752745478
311700,DE,EU,24718153.0,0.03115799279446065,0.2813081945043271
311700,FR,EU,14106417.0,0.01778157288862389,0.16053993585989806
311700,IT,EU,12975505.0,0.01635602349797285,0.14766944295279139
311700,GB,EU,10203577.0,0.012861922921333337,0.11612315140843568
311700,AU,APAC,3242754.0,0.004087591243820218,0.02366850179958855
311700,BR,ROW,18469.0,2.328074306040964e-05,1.0
311810,CA,CA,2844968957.0,0.748644864591439,1.0
311810,FR,EU,213521130.0,0.056187431171418944,0.33536663409843315
311810,IT,EU,182426230.0,0.048004903505271077,0.28652747728698613
311810,DE,EU,149045584.0,0.03922088878231368,0.23409821703976222
311810,IN,APAC,102024024.0,0.026847309333419108,0.6392001344209548
311810,GB,EU,88177185.0,0.02320355607464692,0.13849535986309575
311810,CN,CN,66887435.0,0.01760122358988667,1.0
311810,JP,JP,52768848.0,0.013885960677498607,1.0
311810,KR,APAC,50240181.0,0.013220549703802756,0.31476439753575197
311810,BR,ROW,39241283.0,0.010326223393631685,1.0
311810,AU,APAC,7347814.0,0.0019335547417971633,0.04603546804329316
311810,RU,EU,3509577.0,0.0009235344348744079,0.005512311711722754
3118A0,CA,CA,418476065.0,0.4889548788667043,1.0
3118A0,IT,EU,313422824.0,0.36620880322744476,0.9366932954099196
3118A0,CN,CN,56313181.0,0.06579732246921648,1.0
3118A0,KR,APAC,21187851.0,0.024756262031738373,0.6167781128046429
3118A0,FR,EU,12285549.0,0.014354654006570149,0.03671650721496288
3118A0,JP,JP,11093434.0,0.012961765633324284,1.0
3118A0,IN,APAC,9835377.0,0.011491829454196788,0.28630771779460745
3118A0,DE,EU,8637694.0,0.010092435330698443,0.02581455285975756
3118A0,AU,APAC,3329241.0,0.0038899444102569293,0.09691416940074962
3118A0,BR,ROW,1017495.0,0.0011888592588263735,1.0
3118A0,GB,EU,254175.0,0.0002969825916709109,0.0007596256562375187
3118A0,RU,EU,5360.0,6.26271935224189e-06,1.6018859122388513e-05
311910,CA,CA,288715283.0,0.6990589607587063,1.0
311910,IN,APAC,40921240.0,0.0990815560926077,0.5398666369282867
311910,CN,CN,24743281.0,0.059910276040429235,1.0
311910,KR,APAC,19239951.0,0.04658520328869613,0.25382924957882574
311910,AU,APAC,15637603.0,0.037862929832977454,0.2063041134928875
311910,IT,EU,5985154.0,0.014491700930223408,0.35789598692018004
311910,DE,EU,4108581.0,0.009948002524178696,0.2456820078207679
311910,JP,JP,4038399.0,0.009778072635209266,1.0
311910,BR,ROW,2986702.0,0.0072316254772559095,1.0
311910,FR,EU,2762649.0,0.006689131655289199,0.16519892226149044
311910,GB,EU,2296225.0,0.005559791104540041,0.1373080312663284
311910,RU,EU,1570557.0,0.0038027496598865935,0.09391505173123318
311920,CA,CA,512493249.0,0.3637064425813724,1.0
311920,DE,EU,177230475.0,0.12577700429231772,0.4819693303800728
311920,BR,ROW,167807893.0,0.11908998200307139,1.0
311920,CN,CN,156604445.0,0.11113911391909904,1.0
311920,IT,EU,138366523.0,0.09819601711999067,0.37628077472189214
311920,IN,APAC,109925678.0,0.07801210527502077,0.8002451716230481
311920,JP,JP,67092814.0,0.04761445882521995,1.0
311920,GB,EU,27283699.0,0.019362707944180057,0.07419664218200318
311920,KR,APAC,25386982.0,0.01801664495896088,0.18481405015833727
311920,FR,EU,24097070.0,0.017101219622766797,0.0655307654737242
311920,AU,APAC,2052340.0,0.001456505586803259,0.01494077821861464
311920,RU,EU,743712.0,0.0005277978711970851,0.0020224872423076487
311930,CA,CA,74909361.0,0.8504349703750137,1.0
311930,KR,APAC,4213072.0,0.04783038746663184,0.6975672818885289
311930,CN,CN,2970365.0,0.03372211746377035,1.0
311930,FR,EU,1884123.0,0.02139017161937721,0.5616378125694922
311930,IN,APAC,1155829.0,0.013121956832252002,0.1913730631372871
311930,GB,EU,994299.0,0.011288130472891175,0.29639037122312795
311930,AU,APAC,670763.0,0.007615073796099466,0.11105965497418399
311930,BR,ROW,553530.0,0.006284144769993183,1.0
311930,JP,JP,255971.0,0.0029060011578774863,1.0
311930,IT,EU,239006.0,0.0027134000052336654,0.07124524621321647
311930,DE,EU,237266.0,0.00269364604085994,0.07072656999416341
311940,CN,CN,290451884.0,0.24119020499822896,1.0
311940,CA,CA,267959752.0,0.22251281908074866,1.0
311940,IN,APAC,234747800.0,0.19493373299958783,0.8208637569215111
311940,IT,EU,170694745.0,0.1417443053620214,0.7038532036172076
311940,JP,JP,79290211.0,0.06584230744890893,1.0
311940,KR,APAC,42549401.0,0.03533287031370004,0.14878631944418608
