trade_id,year,region1,region2,industry1,industry2,amount
9278,2020,US,US,LANDT,DIST1,13444.34
13982,2020,US,US,POSTT,HOTEL,13328.75
1803,2020,US,US,BUSIN,93197,13308.20
2351,2020,US,US,CHEM1,CHEM1,13219.63
19043,2020,US,US,WHOLE,TRANS,12899.00
3002,2020,US,US,COMPU,WHOLE,12678.85
11397,2020,US,US,NATUR,CRUDE,12550.02
14425,2020,US,US,PRINT,PRINT,12450.87
6102,2020,US,US,FINAN,CONST,12444.90
13062,2020,US,US,PAPER,FOOD5,12432.14
9338,2020,US,US,LANDT,MOTOR,12291.27
19025,2020,US,US,WHOLE,RUBBE,12207.14
18900,2020,US,US,WHOLE,CATTL,12105.32
13942,2020,US,US,POSTT,CONST,12085.00
15151,2020,US,US,REALE,SALEM,11734.10
7624,2020,US,US,GASDI,EDUCA,11724.10
922,2020,US,US,BASIC,MACHI,11658.86
19018,2020,US,US,WHOLE,REALE,11425.49
17261,2020,US,US,SUPPO,POSTT,11418.30
1884,2020,US,US,BUSIN,LANDT,11388.51
15008,2020,US,US,REALE,93197,11288.21
11487,2020,US,US,NATUR,PUBLI,11277.56
3489,2020,US,US,CRUDE,LIQUE,11213.52
9276,2020,US,US,LANDT,CRUDE,11196.98
3044,2020,US,US,CONST,EDUCA,11073.88
262,2020,US,US,AIRTR,REALE,10783.89
14427,2020,US,US,PRINT,PUBLI,10767.24
2973,2020,US,US,COMPU,RESEA,10522.91
19502,2020,US,US,WOODW,REALE,10510.95
9376,2020,US,US,LANDT,REALE,10496.60
335,2020,US,US,ALUM1,FABRI,10495.19
15822,2020,US,US,RETA1,REALE,10474.89
14333,2020,US,US,PRINT,COMPU,10434.15
4122,2020,US,US,EDUCA,PUBLI,10430.58
7323,2020,US,US,FORES,WOODW,10407.14
17137,2020,US,US,SUPPO,AIRTR,10392.50
17251,2020,US,US,SUPPO,PAPER,10382.04
15529,2020,US,US,RENTI,RETA1,10353.21
2457,2020,US,US,CHEM1,PUBLI,10300.28
7005,2020,US,US,FOOD5,PUBLI,10278.89
13986,2020,US,US,POSTT,INSUR,10182.14
9294,2020,US,US,LANDT,FABRI,10180.75
15420,2020,US,US,RENTI,COMPU,10179.93
1977,2020,US,US,BUSIN,WOODW,10174.13
2974,2020,US,US,COMPU,RETA1,9923.73
4525,2020,US,US,ELEC1,REALE,9883.69
15685,2020,US,US,RESEA,RESEA,9858.09
2874,2020,US,US,COMPU,EDUCA,9845.59
1919,2020,US,US,BUSIN,PAPER,9836.45
9354,2020,US,US,LANDT,PAPER,9830.65
1949,2020,US,US,BUSIN,SALEM,9787.25
15885,2020,US,US,RETAI,RETA1,9722.63
257,2020,US,US,AIRTR,PUBLI,9695.79
1959,2020,US,US,BUSIN,SUPPO,9686.25
6961,2020,US,US,FOOD5,HOTEL,9617.31
16033,2020,US,US,RUBBE,RUBBE,9569.92
14828,2020,US,US,RAILW,BUSIN,9562.39
1870,2020,US,US,BUSIN,FURNI,9508.56
6029,2020,US,US,FABRI,PUBLI,9500.89
7357,2020,US,US,FOUND,FABRI,9451.64
190,2020,US,US,AIRTR,FINAN,9450.04
3655,2020,US,US,DAIRY,PUBLI,9418.63
19006,2020,US,US,WHOLE,PLAST,9210.24
1842,2020,US,US,BUSIN,DIST1,9111.30
8730,2020,US,US,INSUR,AUXIL,9108.40
7551,2020,US,US,FURNI,REALE,9012.83
6101,2020,US,US,FINAN,COMPU,8874.49
11220,2020,US,US,MOTOR,HEALT,8802.96
9307,2020,US,US,LANDT,GASDI,8772.97
15161,2020,US,US,REALE,SUPPO,8749.90
18912,2020,US,US,WHOLE,COMPU,8707.20
204,2020,US,US,AIRTR,HEALT,8694.08
6142,2020,US,US,FINAN,HOTEL,8677.93
19021,2020,US,US,WHOLE,RENTI,8652.84
19019,2020,US,US,WHOLE,RECRE,8650.66
8281,2020,US,US,HOTEL,PUBLI,8526.23
1948,2020,US,US,BUSIN,RUBBE,8439.96
15249,2020,US,US,RECRE,HOTEL,8427.01
647,2020,US,US,AUXIL,FINAN,8309.22
14464,2020,US,US,PRINT,WHOLE,8288.26
2910,2020,US,US,COMPU,INSUR,8203.92
9380,2020,US,US,LANDT,RESEA,8166.81
6697,2020,US,US,FOOD3,PUBLI,8166.69
6006,2020,US,US,FABRI,OFFIC,8148.66
7248,2020,US,US,FORES,FORES,8132.20
10067,2020,US,US,MACHI,CRUDE,8070.57
5006,2020,US,US,ELEC4,REALE,7953.19
18918,2020,US,US,WHOLE,DAIRY,7950.73
2835,2020,US,US,COMPU,93197,7927.51
57,2020,US,US,93197,HEALT,7926.33
14048,2020,US,US,POSTT,RENTI,7866.66
18891,2020,US,US,WHOLE,BEVER,7814.59
18917,2020,US,US,WHOLE,CRUDE,7778.58
7381,2020,US,US,FOUND,MACHI,7711.00
14046,2020,US,US,POSTT,RECRE,7689.43
15132,2020,US,US,REALE,POSTT,7641.08
6106,2020,US,US,FINAN,CRUDE,7580.12
6059,2020,US,US,FABRI,TRANS,7571.85
16021,2020,US,US,RUBBE,PUBLI,7559.51
11781,2020,US,US,NONME,CONST,7534.65
17279,2020,US,US,SUPPO,RUBBE,7529.61
2792,2020,US,US,COLLE,PUBLI,7450.93
15308,2020,US,US,RECRE,REALE,7405.09
8185,2020,US,US,HOTEL,COMPU,7371.95
6959,2020,US,US,FOOD5,HEALT,7360.40
300,2020,US,US,ALUM1,ALUM1,7291.55
16080,2020,US,US,SALEM,BUSIN,7275.54
2972,2020,US,US,COMPU,RENTI,7261.69
4852,2020,US,US,ELEC3,REALE,7244.13
14049,2020,US,US,POSTT,RESEA,7231.41
6932,2020,US,US,FOOD5,EDUCA,7182.60
3617,2020,US,US,DAIRY,HEALT,7172.21
15519,2020,US,US,RENTI,PUBLI,7157.60
19054,2020,US,US,WHOLE,WOODW,7118.15
6110,2020,US,US,FINAN,EDUCA,7113.14
103,2020,US,US,93197,PUBLI,7096.50
18110,2020,US,US,TRANS,HEALT,7083.05
13303,2020,US,US,PFERT,CEREA,7080.81
2866,2020,US,US,COMPU,CONST,7049.92
5920,2020,US,US,FABRI,BUSIN,7047.78
17280,2020,US,US,SUPPO,SALEM,7007.51
18919,2020,US,US,WHOLE,DIST1,6958.21
3503,2020,US,US,CRUDE,NATU1,6905.35
9409,2020,US,US,LANDT,WHOLE,6871.83
3987,2020,US,US,DISTR,RETA1,6798.60
9249,2020,US,US,LANDT,BEVER,6738.63
13021,2020,US,US,PAPER,BUSIN,6712.84
13167,2020,US,US,PAPER,WOODW,6707.30
15525,2020,US,US,RENTI,RECRE,6697.80
17167,2020,US,US,SUPPO,COMPU,6678.72
19026,2020,US,US,WHOLE,SALEM,6658.97
13070,2020,US,US,PAPER,HEALT,6658.43
2970,2020,US,US,COMPU,RECRE,6651.00
15247,2020,US,US,RECRE,HEALT,6645.53
8225,2020,US,US,HOTEL,HOTEL,6631.89
6211,2020,US,US,FINAN,RESEA,6621.05
8757,2020,US,US,INSUR,CRUDE,6616.22
9295,2020,US,US,LANDT,FINAN,6603.65
15461,2020,US,US,RENTI,HOTEL,6594.00
2346,2020,US,US,CHEM1,BUSIN,6565.41
6639,2020,US,US,FOOD3,HEALT,6513.63
15425,2020,US,US,RENTI,CRUDE,6488.57
5912,2020,US,US,FABRI,BEVER,6472.56
18933,2020,US,US,WHOLE,ELECT,6407.84
15149,2020,US,US,REALE,RETAI,6404.36
3920,2020,US,US,DISTR,HOTEL,6382.77
17278,2020,US,US,SUPPO,RETAI,6379.68
5962,2020,US,US,FABRI,FOOD5,6359.59
14053,2020,US,US,POSTT,SALEM,6330.34
9381,2020,US,US,LANDT,RETA1,6324.80
16130,2020,US,US,SALEM,HEALT,6323.45
16058,2020,US,US,RUBBE,WHOLE,6302.44
9184,2020,US,US,KEROS,AIRTR,6286.07
19040,2020,US,US,WHOLE,TOBAC,6269.73
2962,2020,US,US,COMPU,PRINT,6226.93
1856,2020,US,US,BUSIN,ELECT,6187.51
15527,2020,US,US,RENTI,RENTI,6156.01
7851,2020,US,US,GLASS,MOTO1,6141.72
3618,2020,US,US,DAIRY,HOTEL,6067.34
4132,2020,US,US,EDUCA,RETA1,6045.78
9260,2020,US,US,LANDT,CEMEN,6016.51
17198,2020,US,US,SUPPO,FOOD5,6012.39
10899,2020,US,US,MEMBE,INSUR,6001.72
14005,2020,US,US,POSTT,MEMBE,5976.84
4094,2020,US,US,EDUCA,MEMBE,5971.98
9312,2020,US,US,LANDT,HOTEL,5968.15
15171,2020,US,US,REALE,VEGET,5949.10
1836,2020,US,US,BUSIN,CONST,5898.09
1813,2020,US,US,BUSIN,BEVER,5897.39
9329,2020,US,US,LANDT,MACHI,5875.90
8857,2020,US,US,INSUR,RECRE,5851.22
15174,2020,US,US,REALE,WHEAT,5806.20
8194,2020,US,US,HOTEL,EDUCA,5718.23
15218,2020,US,US,RECRE,EDUCA,5692.85
1834,2020,US,US,BUSIN,COLLE,5672.94
15465,2020,US,US,RENTI,INSUR,5668.00
12078,2020,US,US,OFFIC,BUSIN,5653.89
9364,2020,US,US,LANDT,PLAST,5644.24
15027,2020,US,US,REALE,CATTL,5638.61
6610,2020,US,US,FOOD3,EDUCA,5634.00
11126,2020,US,US,MOTO1,SALEM,5632.20
11007,2020,US,US,MOTO1,BUSIN,5618.01
3483,2020,US,US,CRUDE,KEROS,5603.85
5789,2020,US,US,ELECT,MACHI,5600.39
9248,2020,US,US,LANDT,BASIC,5592.10
15955,2020,US,US,RUBBE,FOOD5,5539.68
10618,2020,US,US,MEATP,MEATP,5532.65
14674,2020,US,US,RADIO,BUSIN,5510.73
3611,2020,US,US,DAIRY,FOOD5,5486.27
2906,2020,US,US,COMPU,HOTEL,5460.50
9264,2020,US,US,LANDT,CHEM1,5437.18
19046,2020,US,US,WHOLE,VEGET,5426.64
1864,2020,US,US,BUSIN,FOOD3,5413.33
2040,2020,US,US,CEMEN,CEMEN,5412.39
7283,2020,US,US,FORES,PAPER,5389.87
2701,2020,US,US,COLLE,EDUCA,5361.46
1901,2020,US,US,BUSIN,MOTOR,5341.63
16225,2020,US,US,SALEM,WHOLE,5337.45
6208,2020,US,US,FINAN,RECRE,5330.54
6038,2020,US,US,FABRI,RESEA,5309.52
9271,2020,US,US,LANDT,COMPU,5227.64
15061,2020,US,US,REALE,FABRI,5218.92
18884,2020,US,US,WHOLE,ALUM1,5217.52
14834,2020,US,US,RAILW,CONST,5197.04
15136,2020,US,US,REALE,PRINT,5184.77
17308,2020,US,US,SUPPO,WOODW,5163.52
1871,2020,US,US,BUSIN,GASDI,5160.80
18979,2020,US,US,WHOLE,MOTOR,5159.76
16093,2020,US,US,SALEM,CONST,5152.43
1726,2020,US,US,BRICK,CONST,5125.57
1047,2020,US,US,BEVER,HOTEL,5116.95
3593,2020,US,US,DAIRY,EDUCA,5116.21
15168,2020,US,US,REALE,TRANS,5097.38
14038,2020,US,US,POSTT,PRINT,5092.92
7654,2020,US,US,GASDI,HEALT,5072.42
10689,2020,US,US,MEDIC,BUSIN,5065.09
11072,2020,US,US,MOTO1,MACHI,5019.46
16200,2020,US,US,SALEM,SALEM,5012.18
16192,2020,US,US,SALEM,REALE,5009.18
2435,2020,US,US,CHEM1,OILSE,4935.79
19011,2020,US,US,WHOLE,PRINT,4934.22
14747,2020,US,US,RADIO,MOTO1,4917.71
18695,2020,US,US,WHEAT,FOOD5,4907.01
17769,2020,US,US,TEXTI,TEXTI,4903.91
17995,2020,US,US,TRAN1,REALE,4902.29
2462,2020,US,US,CHEM1,REALE,4895.02
15303,2020,US,US,RECRE,PUBLI,4882.97
873,2020,US,US,BASIC,CRUDE,4851.76
13127,2020,US,US,PAPER,PUBLI,4842.74
3889,2020,US,US,DISTR,EDUCA,4826.82
2423,2020,US,US,CHEM1,MOTO1,4817.58
14063,2020,US,US,POSTT,SUPPO,4812.65
6108,2020,US,US,FINAN,DIST1,4781.63
7639,2020,US,US,GASDI,FINAN,4771.94
17174,2020,US,US,SUPPO,DIST1,4771.41
17860,2020,US,US,TOBAC,TOBAC,4763.02
13041,2020,US,US,PAPER,EDUCA,4753.74
12109,2020,US,US,OFFIC,FINAN,4724.70
15904,2020,US,US,RUBBE,BEVER,4720.14
11206,2020,US,US,MOTOR,FINAN,4715.99
16031,2020,US,US,RUBBE,RETA1,4645.76
3059,2020,US,US,CONST,FINAN,4642.77
1008,2020,US,US,BEVER,BEVER,4607.86
9383,2020,US,US,LANDT,RUBBE,4602.90
6013,2020,US,US,FABRI,PAPER,4602.82
19467,2020,US,US,WOODW,MOTO1,4597.72
3868,2020,US,US,DISTR,BUSIN,4590.72
6041,2020,US,US,FABRI,RUBBE,4588.59
1843,2020,US,US,BUSIN,DISTR,4569.66
13389,2020,US,US,PFERT,REALE,4569.03
15912,2020,US,US,RUBBE,BUSIN,4550.28
5966,2020,US,US,FABRI,FURNI,4547.55
17212,2020,US,US,SUPPO,INSUR,4506.04
3753,2020,US,US,DIST1,HOTEL,4489.36
8861,2020,US,US,INSUR,RETA1,4486.26
1812,2020,US,US,BUSIN,BASIC,4484.74
13164,2020,US,US,PAPER,WHOLE,4483.49
14436,2020,US,US,PRINT,RETA1,4477.90
14435,2020,US,US,PRINT,RESEA,4470.36
17156,2020,US,US,SUPPO,CEMEN,4440.43
16030,2020,US,US,RUBBE,RESEA,4433.41
19498,2020,US,US,WOODW,PULP5,4417.01
19036,2020,US,US,WHOLE,SUPPO,4413.09
3819,2020,US,US,DIST1,RETA1,4401.77
2929,2020,US,US,COMPU,MEMBE,4398.95
166,2020,US,US,AIRTR,COMPU,4387.52
8859,2020,US,US,INSUR,RENTI,4372.86
3918,2020,US,US,DISTR,HEALT,4327.54
13911,2020,US,US,POSTT,93197,4325.06
5724,2020,US,US,ELECT,BUSIN,4312.51
15073,2020,US,US,REALE,FURNI,4310.24
9377,2020,US,US,LANDT,RECRE,4301.49
6070,2020,US,US,FABRI,WOODW,4295.51
15770,2020,US,US,RETA1,HOTEL,4286.82
3141,2020,US,US,CONST,RECRE,4274.92
2359,2020,US,US,CHEM1,CONST,4273.57
1848,2020,US,US,BUSIN,ELEC2,4273.13
19439,2020,US,US,WOODW,FURNI,4271.69
2977,2020,US,US,COMPU,SALEM,4251.47
17208,2020,US,US,SUPPO,HOTEL,4204.23
2483,2020,US,US,CHEM1,TEXTI,4197.52
7546,2020,US,US,FURNI,PUBLI,4192.35
13411,2020,US,US,PFERT,WHEAT,4191.41
9412,2020,US,US,LANDT,WOODW,4190.12
15528,2020,US,US,RENTI,RESEA,4187.85
869,2020,US,US,BASIC,CONST,4187.67
19009,2020,US,US,WHOLE,PREC1,4168.99
18946,2020,US,US,WHOLE,FOUND,4146.13
722,2020,US,US,AUXIL,PUBLI,4032.87
9321,2020,US,US,LANDT,LANDT,4027.50
15980,2020,US,US,RUBBE,MACHI,4015.81
2870,2020,US,US,COMPU,CRUDE,3987.22
6077,2020,US,US,FINAN,AUXIL,3962.57
8229,2020,US,US,HOTEL,INSUR,3955.51
1810,2020,US,US,BUSIN,AUXIL,3954.07
7604,2020,US,US,GASDI,BUSIN,3929.58
3043,2020,US,US,CONST,DISTR,3929.31
18948,2020,US,US,WHOLE,GASDI,3927.97
8291,2020,US,US,HOTEL,RETA1,3913.36
8793,2020,US,US,INSUR,HOTEL,3870.43
15778,2020,US,US,RETA1,LANDT,3869.63
17282,2020,US,US,SUPPO,SEACO,3864.40
8862,2020,US,US,INSUR,RETAI,3826.86
2381,2020,US,US,CHEM1,FABRI,3823.07
5970,2020,US,US,FABRI,HEALT,3813.86
2731,2020,US,US,COLLE,HEALT,3797.89
17265,2020,US,US,SUPPO,PRINT,3785.06
16375,2020,US,US,SEACO,CONST,3777.25
990,2020,US,US,BASIC,TRANS,3770.14
6067,2020,US,US,FABRI,WHOLE,3750.42
10879,2020,US,US,MEMBE,FINAN,3736.54
6215,2020,US,US,FINAN,SALEM,3729.80
15918,2020,US,US,RUBBE,CHEM1,3728.15
5744,2020,US,US,ELECT,EDUCA,3719.11
11113,2020,US,US,MOTO1,PUBLI,3709.93
11183,2020,US,US,MOTOR,CONST,3701.31
11230,2020,US,US,MOTOR,LANDT,3698.71
19416,2020,US,US,WOODW,EDUCA,3692.99
10479,2020,US,US,MEATC,HEALT,3687.35
2888,2020,US,US,COMPU,FABRI,3676.13
13309,2020,US,US,PFERT,CONST,3667.95
5911,2020,US,US,FABRI,BASIC,3636.08
3199,2020,US,US,COPP1,COPP1,3627.51
900,2020,US,US,BASIC,FURNI,3623.89
2265,2020,US,US,CEREA,CATTL,3592.79
9306,2020,US,US,LANDT,FURNI,3579.87
16147,2020,US,US,SALEM,MACHI,3576.88
2309,2020,US,US,CEREA,POULT,3565.19
1824,2020,US,US,BUSIN,CEMEN,3563.96
2922,2020,US,US,COMPU,MACHI,3563.29
19039,2020,US,US,WHOLE,TEXTI,3547.23
3144,2020,US,US,CONST,RESEA,3535.51
3426,2020,US,US,CRUDE,BIOGA,3532.98
9305,2020,US,US,LANDT,FOUND,3528.44
3846,2020,US,US,DIST1,WHOLE,3525.92
15959,2020,US,US,RUBBE,FURNI,3524.00
11272,2020,US,US,MOTOR,POSTT,3513.26
2267,2020,US,US,CEREA,CEREA,3509.85
3099,2020,US,US,CONST,MEMBE,3502.91
15469,2020,US,US,RENTI,LANDT,3502.06
17293,2020,US,US,SUPPO,TEXTI,3486.20
3101,2020,US,US,CONST,MOTOR,3484.55
8860,2020,US,US,INSUR,RESEA,3467.75
15429,2020,US,US,RENTI,EDUCA,3462.29
14866,2020,US,US,RAILW,HEALT,3448.30
16034,2020,US,US,RUBBE,SALEM,3441.49
4015,2020,US,US,DISTR,WHOLE,3430.98
14357,2020,US,US,PRINT,FINAN,3424.83
3722,2020,US,US,DIST1,EDUCA,3416.98
7014,2020,US,US,FOOD5,RETA1,3396.78
15524,2020,US,US,RENTI,REALE,3395.50
1582,2020,US,US,BITUM,ELEC1,3394.77
3034,2020,US,US,CONST,COLLE,3393.01
18984,2020,US,US,WHOLE,NONF1,3387.31
6136,2020,US,US,FINAN,FURNI,3381.66
5828,2020,US,US,ELECT,PUBLI,3373.37
2441,2020,US,US,CHEM1,PAPER,3360.73
611,2020,US,US,AUXIL,BUSIN,3358.26
